text,classification
"@mbueckert Well, investigating Israel hits a little too close to home, it might draw comparisons to Canada’s treatment of Indigenous people’s. And we can’t have that.",0
When the U.S. alerted Israel and NATO about the coronavirus IN NOVEMBER -- why did Trump not tell us so we could prepare?  Why did he not tell the governors so they could prepare?,0
@indemtel @netanyahu @Israel @IsraelMFA @MoHFW_INDIA @IndianDiplomacy @IsraelMOH India and Israel are best friends forever.... \n# 💞 Love 🇮🇱 &amp; Love❤ India,0
"Michael Rubin of Labour Friends of Israel:\n\n“The [Israel] Embassy helps us quite a lot. When bad news stories come out about Israel, the embassy sends us information so we can counter it… it’s really helpful. We work very closely together. But a lot of it is behind the scenes.”",0
"My Bro is missing, his name is Israel Oghagha Ukpedor...he just graduated from the university of benin from the department of social work...he has been missing since sunday evening on his way to his house at sapele road...pls if found or seen anywhere please call 08134245661 https://t.co/rxfeAOPSjL",0
#Breaking: Avigdor Lieberman's Israel Beyteinu will support a law limiting a prime minister to 2 terms and also support a law forbiding an indicted Knesset from being tasked with forming a government. https://t.co/HrI2EQHH8e,0
Israel Folau: shock and outrage greets Catalans Dragons' signing https://t.co/NJGxBPfloV,0
"At only 6 years old, Bernard Sanders founded the state of Israel. https://t.co/Cn1eUm036F",0
"Since the beginning of 2020, ""Israel"" arrested 200 Palestinians! The arrests include 21 children (under the age of 18), the youngest of them is 13 years old!\n\nhttps://t.co/FGkdZGTVGq",0
"""It's impossible to prevent the virus from making it to Israel, but we’re trying to delay it as much as possible” https://t.co/2DlDdnkUfb",0
🇷🇺 Russian Air Force heavy lifters lined up in Israel ahead of Putin's visit...\n\nTransport for his armoured limos &amp; security. https://t.co/MmGik5ZSeQ,0
"Jews in America are less concerned by our embassy in Israel than in Bernie Sanders’ amplification of antisemites who call for the destruction of Israel. Unfortunate framing of the question, @CBS #SCDebate",0
".@DanKurtzer is former US Ambassador to both Egypt and Israel, and a veteran of and deep thinker on the peace process (and, I can personally attest, an excellent professor, in case there was any doubt about his grading). https://t.co/S1Tgrpu6Il",0
"Coronavirus updates:\n- Germany: 12 new cases, 50 so far today, 129 total\n- Israel: 3 new cases today, 10 total\n- Iceland: 1 new case, 2 new cases so far today, 3 total https://t.co/eUoE2b20hL",0
"Israel: Alright, here's our peace offer. We're going to keep absolutely everything, but in return we're prepared to offer you 3 soggy socks.\n\nPalestinians: Uh-\n\nIsrael: One of them has a mustard stain on it.\n\nPalestinians: That sounds horrible.\n\nNYT tomorrow: https://t.co/0dEIpapnKG",0
Israel cannot escape all of international law all of the time https://t.co/M529KntMiS,0
I was meant to talk about Palestinian kids at the UN. Israel forced me out https://t.co/jbMfgEavgX,0
"@abdullahadam The Quran elaborates on a biblical verse. The Bible mentions the God of Israel shall break in pieces the gates of brass (copper &amp; zinc), and cut in sunder the bars of iron. Dhul Qarnayn uses these materials to construct the barrier in the Quran.\nPart 3:\nhttps://t.co/nZGB6aTusc https://t.co/w0ol8L75Ra",0
"And so it begins, as israel fires tear gas grenades, attacks &amp; injures young Palestinian students chanting #NoToTrumpPlan #FreePalestine https://t.co/IvaruQaMnU",0
MUST WATCH - Sen. Tom Cotton (R-Ark.) called out antisemitism and the anti-Israel BDS movement in a speech on the Senate floor on Wednesday. Thank you @TomCottonAR for standing up against hatred and bigotry! https://t.co/rIIqadi2TX,0
"Coronavirus cases rise to 45 in Greece after group trip to Israel, Egypt https://t.co/ls18KmvqrK",0
Legal rights groups demand israel stops its aerial spraying &amp; poisoning of Gaza crops while Palestinians fight to keep a pandemic at bay #BDS https://t.co/vSInAao6qo,1
"If Jewish Bolshevik power never left Russia but remained and, as one of its objectives, created and groomed Israel as a Soviet satellite, is it reasonable to assume that the infamous Elders of Zion—the Kahal— are based in Moscow and not Tel Aviv?\n\nhttps://t.co/04bCFoWF6S",1
Suspect in Attacks on Three Jewish Women in Brooklyn Faces Federal Hate Crimes Charges | Jewish &amp; Israel News https://t.co/LbMK9WPjHJ #Antisemitism #NeverAgain https://t.co/wD5FxUQU1t,0
"Explore Israel virtually with interactive videos, games and activities. \n\nToday's #JiByte is focused on the beautiful land of Israel and its different sites. https://t.co/ff5hqC2KjK https://t.co/0mfqeJbXAU",0
@LahavHarkov And the spread of coronavirus wouldn't harm US-Israel cooperation?,0
@TimesofIsrael The trump con game is strong💪 sucks that israel is getting involved in it. At least with 44 you kinda knew where he stood.,0
.@UMassBoston professor John Hess wrote a blog post encouraging readers to consider a similarity between Israel and Nazi Germany. #DangerousProfessors\nhttps://t.co/jyMPosI0la https://t.co/u0vid1HcZL,0
"Israel shores up West Bank and Gaza troops, protests turn violent after Trump's peace plan https://t.co/ExROxed12E https://t.co/MsJv3HaT3x",0
"@DopeyNortherner @dorset_eye The BOD’s 10 wishes mentions Palestine once. “A secure Israel alongside a viable Palestinian state”.\n\nWhat part of that do you have an issue with?\n\nThe rest talks about security of British Jews. If you have an issue with that, then yes, you’re a raving Antisemite.",0
"Trump’s now saying saying AOC +3 are anti-Israel. Just fyi, his pet name for Kusher was ‘The Jew’ at ‘Celebrity Apprentice’ not a joke fyi. @realDonaldTrump",0
"In last 7 days (Lockdown-2) India surpassed countries like South Korea, Japan, Israel, Saudi Arabia, Austria, Sweden, Ireland etc in total #Covid19 cases. Many of these countries were worst affected at one point of time.\n\nIn fact, our cases are almost double of South Korea now!",0
Visit link in bio to check out why you should visit Israel. #israel #travelawaits #backtotravel https://t.co/m5cynFOFFm,0
Israel detains &amp; interrogates Finnish MP Anna Kontula for over 10hrs for trying to draw global attention to the illegal siege of Gaza #Solidarity https://t.co/dDZp1RATqY,0
"Israel is one of several countries to restrict travelers from Italy, where thousands of U.S. service members, civilian workers and family members live https://t.co/tCnktgNxvK",0
"Ehud Barak, former Israel Prime Minister &amp; business partner of Mossad agent Jeffrey Epstein, visiting Epstein’s compound.   Any questions? https://t.co/7UZgShaUP7",0
"The reason that Israel was informed is that Israel is the most likely target for Iranian retaliation, which is why Iran even explicitly cited Israel in their reaction to the operation. https://t.co/jqN5KxI4qO",0
"Israel meets the long-awaited Tesla 🇮🇱 Very soon, the inhabitants of the country will be able to purchase the best cars in the world🎉\n\n@Tesla @elonmusk \n#Tesla #TeslaIsrael #Israel\nhttps://t.co/4FO08pSjzJ",0
Israel sees 41% jump in cases involving sex crimes within the family members https://t.co/Tq6BXuh9m5,0
"Iran, past 24 hours.\n\n- Fired missiles at US base in Iraq\n\n- Threatened to strike UAE and Israel\n\n- Soleimani buried\n\n- 45 killed in stampede\n\n- Ukrainian Boeing 737 with 176 passengers crashes near Tehran, all die\n\n- 4.9 magnitude earthquake in country's southwestern region",0
"Iran became the peaceful, open, friendly, America-loving, Israel friendly, non-terrorism-supporting Utopia that it is today thanks to policies of Dems &amp; pallets of cash.  How dare @realDonaldTrump mess up such a great relationship!",0
"""hateful obsession w/Israel often descends into hatred of Jews..Anti-Israel activity on..college campuses led to verbal&amp;physical assaults on Jewish students&amp;we must be honest with ourselves..happening in our space,in the heart of intellectual liberalism."" https://t.co/eGswLrcdwK",0
@Conflicts @tvnet Isaiah 17:1-3....Wow who would have thought that it would be the Turkey instead of Israel!,0
"Meanwhile in the UK, students are being fed all the information they need to hate Israel and become antisemites. @HodderSchools you are enabling antisemitism.  A curse on your house. https://t.co/gZ9fW17XjH",0
"Israel health minister, who claims coronavirus is ‘divine punishment’ for homosexuality, tests positive for COVID-19 https://t.co/JWm9liWeSB",0
#Morocco wants normalization with Israel from obtaining the support of the #USA in the issue of #WesternSahara\nhttps://t.co/OH2U5jvaFZ,0
Ilhan Omar Withdraws Support From Bill To Save The Earth After Learning That’s Where Israel Is https://t.co/XrPIDHn5RT,0
"Next time you hear Erdogan supporting Palestine remember that:\n\n- Israel is one of Turkey’s top trading partners\n\n- Turkey is part of pro-Israel NATO and conducts military training with Israel\n\n- Turkey and Israel are occupying/fighting Syria, the last Arab pro-Palestine cradle",0
"Thank you, my dear friend, Narendra Modi for sending Hydroxychloroquine to Israel: Benjamin Netanyahu, Prime Minister of Israel #COVID19 (File pic) https://t.co/XN7V1tVO8z",0
"The pro-imperialist ""socialists"" at @JacobinMag got over $230,000 in 3 years from a right-wing pro-Israel group\n\nIn 2019 alone, the Jacobin Foundation got $141,000 from this Zionist org.\n\nJacobin purged its anti-imperialists, then started taking this money\nhttps://t.co/w0wYiRYEg5",0
"Leading ""Labour antisemitism crisis"" smear-merchant @IanAustin1965 spoke to this major pro-Israel lobby group in the US because he wants Britain and the US to stand ""shoulder to shoulder"" with Israel. https://t.co/RkjO4mO6aE",0
"While #Israel has a much smaller military and economy than the US, @SenTomCotton and @SenGaryPeters note that Israel is a “technology superpower” that “exhibits an innovation ability and sense of urgency that can help catalyze US defense programs.” https://t.co/j7nmKAhNKI",0
MMA's week out of the cage: Israel Adesanya honored as New Zealand 'Sportsman of the Year' https://t.co/yd773Y6kPd https://t.co/Fai46fSBqG,0
Senator Rubio and Mrs. Rubio wish a happy #YomHaatzmaut to the people of Israel as they celebrate 72 years of independence and all the incredible achievements they have made. https://t.co/Z3zaoaQWPK,0
"While Israel remains in an unrepentant state God is blessing Jews &amp; Gentiles through Christ, Abrahams Seed, in spite of the failure of Abrahams multiple Seed/For the time being/after grace dispensation is done believing Israel will not fail/Study/Rightly Divide &amp; u will see this",0
"NAZARETH, Israel- On the eve of Israel's third election in a year, Prime Minister Benjamin Netanyahu has been urging supporters to mount a final push to win the one or two more seats he says he needs to form a government.\n\nBut as he campaigns, another for https://t.co/1fUN7lX2uG https://t.co/VhE7hoKsFs",0
@LilGuillxtine @scottbix @yashar Thats Israel hating Palestine supporting money hating Jewishness for you.\nCalling him Jew is like calling Rushdie Muslim.,1
"Thank You, @ACTBrigitte, for standing with Israel! 🇮🇱 https://t.co/NlJbQUnant",0
